uid	new_split	dataset	original_split	doc_id	sent_id	sentence	marked_sentence	source	target	trigger	arguments	event_type	gold_binary
821	train	ace	train	2961	1259	The gift, payable over three years, is the largest ever given the university by an active faculty member, according to UVA President John Casteen.	The gift, payable over three years, is the largest ever given <t>the university</t> by <s>an active faculty member</s>, according to UVA President John Casteen.	Giver:an active faculty member	Recipient:the university	gift	{'Recipient': ['the university'], 'Giver': ['an active faculty member']}	Transaction:Transfer-Money	0
825	train	ace	train	1636	1266	United States government gives so much aid to the state of Israel.	<s>United States government</s> gives so much aid to <t>the state of Israel</t>.	Giver:United States government	Recipient:the state of Israel	gives	{'Giver': ['the -- United States government'], 'Recipient': ['the state of Israel']}	Transaction:Transfer-Money	0
826	train	ace	train	2893	1248	Of course outspoken organizations such as Planned Parenthood, which gives a lot of money to Democrats, will fight with everything they've got to keep the Democratic platform as liberal as possible.	Of course outspoken organizations such as <s>Planned Parenthood</s>, which gives a lot of money to <t>Democrats</t>, will fight with everything they've got to keep the Democratic platform as liberal as possible.	Giver:Planned Parenthood	Beneficiary:Democrats	gives	{'Giver': ['Planned Parenthood'], 'Beneficiary': ['Democrats'], 'Recipient': ['Democrats']}	Transaction:Transfer-Money	0
827	train	ace	train	2893	1248	Of course outspoken organizations such as Planned Parenthood, which gives a lot of money to Democrats, will fight with everything they've got to keep the Democratic platform as liberal as possible.	Of course outspoken organizations such as <s>Planned Parenthood</s>, which gives a lot of money to <t>Democrats</t>, will fight with everything they've got to keep the Democratic platform as liberal as possible.	Giver:Planned Parenthood	Recipient:Democrats	gives	{'Giver': ['Planned Parenthood'], 'Beneficiary': ['Democrats'], 'Recipient': ['Democrats']}	Transaction:Transfer-Money	0
832	train	ace	test	3705	1255	Separately, former WorldCom CEO Bernard Ebbers failed on April 29 to make a first repayment of 25 million dollars, plus interest, on a 400-million-dollar loan from MCI, the Journal said, citing SEC documents.	Separately, <t>former WorldCom CEO Bernard Ebbers</t> failed on April 29 to make a first repayment of 25 million dollars, plus interest, on a 400-million-dollar loan from <s>MCI</s>, the Journal said, citing SEC documents.	Giver:MCI	Recipient:former WorldCom CEO Bernard Ebbers	loan	{'Giver': ['MCI'], 'Money': ['400-million-dollar'], 'Recipient': ['former WorldCom CEO Bernard Ebbers']}	Transaction:Transfer-Money	0
833	train	ace	test	3706	1227	Because he is now in default MCI must now seize additional assets owned by Ebbers, to secure the loan.	Because he is now in default <s>MCI</s> must now seize additional assets owned by <t>Ebbers</t>, to secure the loan.	Giver:MCI	Recipient:Ebbers	loan	{'Giver': ['MCI'], 'Recipient': ['Ebbers']}	Transaction:Transfer-Money	1
836	train	ace	dev	3335	1240	It took six weeks before the USCF paid the guaranteed prizes the prize winners had won at the US Open.	It took six weeks before <s>the USCF</s> paid the guaranteed prizes <t>the prize winners</t> had won at the US Open.	Giver:the USCF	Recipient:the prize winners	paid	{'Giver': ['the USCF'], 'Recipient': ['the prize winners']}	Transaction:Transfer-Money	0
837	train	ace	dev	3366	1236	I predict that, if, in fact, the rumors about the agenda for the Florida meeting prove true, and Marinello resigns as President and is hired as move coordinator, the immediate result of this is that Sam Sloan will file another lawsuit (or amend his current complaint) charging the USCF EB members with self-dealing, violation of the USCF's own bylaws, and every other thing, report us to the IRS, and demand that all USCF moneys which might be used to paid Marinello be frozen.	I predict that, if, in fact, the rumors about the agenda for the Florida meeting prove true, and <t>Marinello</t> resigns as President and is hired as move coordinator, the immediate result of this is that Sam Sloan will file another lawsuit (or amend his current complaint) charging the <s>USCF</s> EB members with self-dealing, violation of the <s>USCF</s>'s own bylaws, and every other thing, report us to the IRS, and demand that all <s>USCF</s> moneys which might be used to paid <t>Marinello</t> be frozen.	Giver:USCF	Recipient:Marinello	paid	{'Giver': ['USCF'], 'Recipient': ['Marinello']}	Transaction:Transfer-Money	0
838	train	ace	dev	3412	1247	Linda Fasulo, the U.N. correspondent for NBC News and MSNBC, has written a pro-U.N. book, An Insider's Guide to the U.N. , which reads like the U.N. paid for it.	<t>Linda Fasulo</t>, <s>the U.N</s>. correspondent for NBC News and MSNBC, has written a pro-U.N. book, An Insider's Guide to <s>the U.N</s>. , which reads like <s>the U.N</s>. paid for it.	Giver:the U.N	Beneficiary:Linda Fasulo	paid	{'Giver': ['the U.N'], 'Beneficiary': ['Linda Fasulo']}	Transaction:Transfer-Money	0
839	train	ace	test	3703	1261	The report did not give the amount of the fine, but said it would be "exponentially larger" than the historic 10 million dollars Xerox paid the SEC last year.	The report did not give the amount of the fine, but said it would be "exponentially larger" than the historic 10 million dollars <s>Xerox</s> paid <t>the SEC</t> last year.	Giver:Xerox	Recipient:the SEC	paid	{'Giver': ['Xerox'], 'Money': ['10 million dollars'], 'Recipient': ['the SEC']}	Transaction:Transfer-Money	0
840	train	ace	train	2168	1256	The divorce settlement called for Giuliani to pay Hanover more than $6.8 million.	The divorce settlement called for <s>Giuliani</s> to pay <t>Hanover</t> more than $6.8 million.	Giver:Giuliani	Recipient:Hanover	pay	{'Giver': ['Giuliani'], 'Money': ['$6.8 million'], 'Recipient': ['Hanover']}	Transaction:Transfer-Money	0
841	train	ace	train	2767	1257	The electricity that Enron produced was so exorbitant that the government decided it was cheaper not to buy electricity and pay Enron the mandatory fixed charges specified in the contract.	The electricity that <t>Enron</t> produced was so exorbitant that <s>the government</s> decided it was cheaper not to buy electricity and pay <t>Enron</t> the mandatory fixed charges specified in the contract.	Giver:the government	Recipient:Enron	pay	{'Giver': ['the government'], 'Recipient': ['Enron']}	Transaction:Transfer-Money	0
846	train	ace	train	2768	1264	This means that the government of one of the poorest countries in the world was paying Enron 220 million US dollars a year not to produce electricity!	This means that <s>the government of one of the poorest countries in the world</s> was paying <t>Enron</t> 220 million US dollars a year not to produce electricity!	Giver:the government of one of the poorest countries in the world	Recipient:Enron	paying	{'Giver': ['the government of one of the poorest countries in the world'], 'Money': ['220 million US dollars'], 'Recipient': ['Enron']}	Transaction:Transfer-Money	0
847	train	ace	dev	3411	1242	Its U.N. reporter has been on the payroll of the U.N. lobby.	<t>Its U.N. reporter</t> has been on the payroll of <s>the U.N. lobby</s>.	Giver:the U.N. lobby	Recipient:Its U.N. reporter	payroll	{'Giver': ['the U.N. lobby'], 'Recipient': ['Its U.N. reporter']}	Transaction:Transfer-Money	0
854	train	ace	train	2022	1262	The suit claims Iraqi officials provided money and training to convicted bomber Timothy McVeigh and conspirator Terry Nichols.	The suit claims <s>Iraqi officials</s> provided money and training to <t>convicted bomber Timothy McVeigh</t> and conspirator Terry Nichols.	Giver:Iraqi officials	Recipient:convicted bomber Timothy McVeigh	provided money	{'Giver': ['Iraqi officials'], 'Recipient': ['convicted bomber Timothy McVeigh', 'conspirator Terry Nichols']}	Transaction:Transfer-Money	0
855	train	ace	train	2022	1262	The suit claims Iraqi officials provided money and training to convicted bomber Timothy McVeigh and conspirator Terry Nichols.	The suit claims <s>Iraqi officials</s> provided money and training to convicted bomber Timothy McVeigh and <t>conspirator Terry Nichols</t>.	Giver:Iraqi officials	Recipient:conspirator Terry Nichols	provided money	{'Giver': ['Iraqi officials'], 'Recipient': ['convicted bomber Timothy McVeigh', 'conspirator Terry Nichols']}	Transaction:Transfer-Money	0
856	train	ace	train	2572	1235	I am the head of a company that raised an angel round of financing from a San Francisco angel investor who I never physically met initially.	I am the head of <t>a company that raised an angel round of financing</t> from <s>a San Francisco angel investor who I never physically met initially</s>.	Giver:a San Francisco angel investor who I never physically met initially	Recipient:a company that raised an angel round of financing	raised	{'Giver': ['a San Francisco angel investor who I never physically met initially'], 'Recipient': ['a company that raised an angel round of financing from a San Francisco angel investor who I never physically met initially']}	Transaction:Transfer-Money	0
857	train	ace	train	2327	1234	Hanh, also a former member of the powerful Communist Party Central Committee, was convicted of receiving US$8,500 in bribes from Nam Cam's family to secure the crime boss' early release from labor camp in 1990s.	<t>Hanh</t>, also a former member of the powerful Communist Party Central Committee, was convicted of receiving US$8,500 in bribes from <s>Nam Cam's family</s> to secure the crime boss' early release from labor camp in 1990s.	Giver:Nam Cam's family	Recipient:Hanh	receiving	{'Giver': ["Nam Cam's family"], 'Money': ['US$8,500'], 'Recipient': ['Hanh']}	Transaction:Transfer-Money	0
858	train	ace	test	3833	1258	The EU is set to release 20 million euros (US$21.5 million) in immediate humanitarian aid for Iraq if war breaks out and may dip into an ``emergency reserve'' of 250 million euros (US$269 million) for humanitarian relief.	<s>The EU</s> is set to release 20 million euros (US$21.5 million) in immediate humanitarian aid for <t>Iraq</t> if war breaks out and may dip into an ``emergency reserve'' of 250 million euros (US$269 million) for humanitarian relief.	Giver:The EU	Beneficiary:Iraq	release	{'Giver': ['The EU'], 'Beneficiary': ['Iraq'], 'Money': ['20 million euros (US$21.5 million']}	Transaction:Transfer-Money	0
