	sentence_id	sentence	marked_sentence	source	target	gold_penta	silver_penta	silver_root	gold_root	penta_L1	root_L1	penta_L2	root_L2	prompt_L2	prompt_L1	modality_L2
	150	US Secretary of State Mike Pompeo said a fundamental reform of the World Health Organization was needed following its handling of the coronavirus pandemic and that the United States, the WHO's biggest donor, may never restore funding to the UN.	<s>US Secretary of State Mike Pompeo</s> said a fundamental reform of <t>the World Health Organization</t> was needed following its handling of the coronavirus pandemic and that the United States, the WHO's biggest donor, may never restore funding to the UN.	US Secretary of State Mike Pompeo	the World Health Organization	3	3	REQUEST	REQUEST	3	ACCUSE	3	ACCUSE	['<S> expressed complaints of <T>', '<S> undertook reform in <T>', '<S> threatened something against <T>', '<S> demanded something from <T>', '<S> accused <T> of something']	['<S> expressed complaints of <T>', '<S> undertook reform in <T>', '<S> threatened something against <T>', '<S> demanded something from <T>', '<S> accused <T> of something']	past
	161	Eritrea's ambassador to the African Union said on Tuesday that Qatar must mediate with neighbouring Djibouti over the two countries' disputed border.	<s>Eritrea's ambassador</s> to the African Union said on Tuesday that <t>Qatar</t> must mediate with neighbouring Djibouti over the two countries' disputed border.	Eritrea's ambassador	Qatar	3	3	REQUEST	REQUEST	3	REQUEST	3	REQUEST	['<S> demanded something from <T>', '<S> agreed to do something for <T>']	['<S> demanded something from <T>', '<S> agreed to do something for <T>']	past
	187	The Islamabad High Court on Tuesday demanded an explanation from an Islamabad city magistrate for including sedition charges in the first-information report (FIR) registered against the 23 activists who had been detained for protesting outside the press club against the arrest of Pashtun Tahafuz Movement (PTM) leader Manzoor Pashteen.	<s>The Islamabad High Court</s> on Tuesday demanded an explanation from an <t>Islamabad city magistrate</t> for including sedition charges in the first-information report (FIR) registered against the 23 activists who had been detained for protesting outside the press club against the arrest of Pashtun Tahafuz Movement (PTM) leader Manzoor Pashteen.	The Islamabad High Court	Islamabad city magistrate	3	3	REQUEST	REQUEST	3	REQUEST	3	REQUEST	['<S> demanded something from <T>', '<S> investigated something of <T>', '<S> accused <T> of something', '<S> expressed complaints of <T>', '<S> threatened something against <T>']	['<S> demanded something from <T>', '<S> investigated something of <T>', '<S> accused <T> of something', '<S> expressed complaints of <T>', '<S> threatened something against <T>']	past
	242	Parliament Speaker Aguila Saleh this week demanded that Dbeibeh appear before the chamber, elected in 2014, to be questioned about the performance of his government or face a no-confidence vote.	<s>Parliament Speaker Aguila Saleh</s> this week demanded that <t>Dbeibeh</t> appear before the chamber, elected in 2014, to be questioned about the performance of his government or face a no-confidence vote.	Parliament Speaker Aguila Saleh	Dbeibeh	3	3	REQUEST	REQUEST	3	REQUEST	3	REQUEST	['<S> demanded something from <T>', '<S> threatened something against <T>', '<S> expressed complaints of <T>', '<S> issued a ultimatum to <T>', '<S> investigated something of <T>']	['<S> demanded something from <T>', '<S> threatened something against <T>', '<S> expressed complaints of <T>', '<S> issued a ultimatum to <T>', '<S> investigated something of <T>']	past
	316	Around 77,000 Nigerians have sought refuge in Niger's Maradi region, some 7,660 since the start of the year as banditry and armed attacks spread.	<s>Around 77,000 Nigerians</s> have sought refuge in <t>Niger's Maradi region</t>, some 7,660 since the start of the year as banditry and armed attacks spread.	Around 77,000 Nigerians	Niger's Maradi region	3	3	REQUEST	REQUEST	2	YIELD	2	YIELD	['<S> surrendered to <T>', '<S> met with <T>', '<S> granted asylum to <T>']	['<S> surrendered to <T>', '<S> met with <T>', '<S> granted asylum to <T>']	past
	334	On Friday, the EU demanded the immediate release of a Chinese human rights lawyer jailed for inciting subversion of state power after penning an open letter calling for constitutional reforms.	On Friday, <s>the EU</s> demanded the immediate release of a Chinese human rights lawyer jailed for inciting subversion of state power after penning an open letter calling for constitutional reforms.	the EU	a recipient	3	3	REQUEST	REQUEST	3	REQUEST	3	REQUEST	['<S> demanded something from <T>', '<S> accused <T> of something', '<S> expressed complaints of <T>']	['<S> demanded something from <T>', '<S> accused <T> of something', '<S> expressed complaints of <T>']	past
	359	Last month, several party MLAs and ministers demanded that Yediyurappa step down as chief minister.	Last month, <s>several party MLAs and ministers</s> demanded that <t>Yediyurappa</t> step down as chief minister.	several party MLAs and ministers	Yediyurappa	3	3	REQUEST	REQUEST	3	REQUEST	3	REQUEST	['<S> demanded something from <T>', '<S> expressed complaints of <T>', '<S> threatened something against <T>']	['<S> demanded something from <T>', '<S> expressed complaints of <T>', '<S> threatened something against <T>']	past
	361	Imam Suliman Gani demanded a serious, immediate apology from the Prime Minister.	<s>Imam Suliman Gani</s> demanded a serious, immediate apology from <t>the Prime Minister</t>.	Imam Suliman Gani	the Prime Minister	3	3	REQUEST	REQUEST	3	REQUEST	3	REQUEST	['<S> demanded something from <T>', '<S> expressed complaints of <T>']	['<S> demanded something from <T>', '<S> expressed complaints of <T>']	past
	362	President Donald Trump said Wednesday that North Korea must do something meaningful on denuclearization before he would support lifting economic sanctions.	<s>President Donald Trump</s> said Wednesday that <t>North Korea</t> must do something meaningful on denuclearization before he would support lifting economic sanctions.	President Donald Trump	North Korea	3	3	REQUEST	REQUEST	3	REQUEST	3	REQUEST	['<S> demanded something from <T>']	['<S> demanded something from <T>']	past
	384	The U.S. Senate is considering a resolution demanding the Trump administration cut off all military aid to the Saudi coalition.	<s>The U.S. Senate</s> is considering a resolution demanding the <t>Trump administration</t> cut off all military aid to the Saudi coalition.	The U.S. Senate	Trump administration	3	3	REQUEST	REQUEST	3	REQUEST	3	REQUEST	['<S> demanded something from <T>', '<S> threatened something against <T>', '<S> expressed complaints of <T>']	['<S> demanded something from <T>', '<S> threatened something against <T>', '<S> expressed complaints of <T>']	past
	416	Naroda Police have been pressuring the workers at the textile unit of Reliance Industries Limited (RIL) to call off the strike.	<s>Naroda Police</s> have been pressuring <t>the workers at the textile unit of Reliance Industries Limited (RIL) </t>to call off the strike.	Naroda Police	the workers at the textile unit of Reliance Industries Limited (RIL)	3	3	REQUEST	REQUEST	3	REQUEST	3	REQUEST	['<S> demanded something from <T>', '<S> undertook more negotiation with <T>']	['<S> demanded something from <T>', '<S> undertook more negotiation with <T>']	past
	425	At week's end, Duvalier indignantly demanded a meeting of the U.N. Security Council to investigate this latest armed aggression against his dark fiefdom.	At week's end, <s>Duvalier</s> indignantly demanded a meeting of the <t>U.N. Security Council</t> to investigate this latest armed aggression against his dark fiefdom.	Duvalier	U.N. Security Council	3	3	REQUEST	REQUEST	3	REQUEST	3	REQUEST	['<S> demanded something from <T>', '<S> expressed complaints of <T>']	['<S> demanded something from <T>', '<S> expressed complaints of <T>']	past
	448	Ranil Wickremesinge, the former Prime Minister of Sri Lanka, on Monday said the Sri Lankan government must ensure security and provide basic amenities to the people of the country.	<s>Ranil Wickremesinge, the former Prime Minister of Sri Lanka</s>, on Monday said <t>the Sri Lankan government</t> must ensure security and provide basic amenities to the people of the country.	Ranil Wickremesinge, the former Prime Minister of Sri Lanka	the Sri Lankan government	3	3	REQUEST	REQUEST	3	REQUEST	3	REQUEST	['<S> demanded something from <T>']	['<S> demanded something from <T>']	past
	469	Some 30 thousand Syrians Sought Refuge in the EU in the first quarter of 2015.	<s>Some 30 thousand Syrians</s> Sought Refuge in <t>the EU</t> in the first quarter of 2015.	Some 30 thousand Syrians	the EU	3	3	REQUEST	REQUEST	3	REQUEST	3	REQUEST	['<S> demanded something from <T>', '<S> met with <T>', '<S> investigated something of <T>']	['<S> demanded something from <T>', '<S> met with <T>', '<S> investigated something of <T>']	past
	472	At a campaign rally Thursday night, leaders of the opposition Workers' Party demanded an explanation from the prime minister.	At a campaign rally Thursday night, <s>leaders of the opposition Workers' Party</s> demanded an explanation from <t>the prime minister</t>.	leaders of the opposition Workers' Party	the prime minister	3	3	REQUEST	REQUEST	3	REQUEST	3	REQUEST	['<S> demanded something from <T>']	['<S> demanded something from <T>']	past
	487	The Metropolitan Police Bureau has ordered Abhisit and former deputy prime minister Suthep Thaungsuban to appear for questioning on Friday.	<s>The Metropolitan Police Bureau</s> has ordered <t>Abhisit and former deputy prime minister Suthep Thaungsuban</t> to appear for questioning on Friday.	The Metropolitan Police Bureau	Abhisit and former deputy prime minister Suthep Thaungsuban	3	3	REQUEST	REQUEST	1	AGREE	1	AGREE	['<S> agreed to do something for <T>', '<S> investigated something of <T>', '<S> demanded something from <T>']	['<S> agreed to do something for <T>', '<S> investigated something of <T>', '<S> demanded something from <T>']	past
	507	About 243000 South Sudanese refugees have sought refuge in Sudan since a civil war erupted in their country in December 2013.	About 243000 <s>South Sudanese refugees</s> have sought refuge in <t>Sudan</t> since a civil war erupted in their country in December 2013.	South Sudanese refugees	Sudan	3	3	REQUEST	REQUEST	2	AID	2	AID	['<S> granted asylum to <T>', '<S> investigated something of <T>']	['<S> granted asylum to <T>', '<S> investigated something of <T>']	past
	540	South Sudanese rebels will not release the two Kenyan pilots until compensation is paid to the family of a civilian killed when their plane crashed, a rebel spokesman told Reuters on Tuesday.	<s>South Sudanese rebels</s> will not release <t>the two Kenyan pilots</t> until compensation is paid to the family of a civilian killed when their plane crashed, a rebel spokesman told Reuters on Tuesday.	South Sudanese rebels	the two Kenyan pilots	3	3	REQUEST	REQUEST	3	REQUEST	3	THREATEN	['<S> threatened something against <T>', '<S> detained person of <T>']	['<S> demanded something from <T>', '<S> threatened something against <T>', '<S> detained person of <T>']	past
	569	EU says military intervention in Venezuela must be avoided.	<s>EU</s> says <t>military intervention in Venezuela</t> must be avoided.	EU	military intervention in Venezuela	3	3	REQUEST	REQUEST	3	REJECT	3	REJECT	['<S> rejected to yield to <T>', '<S> expressed complaints of <T>']	['<S> rejected to yield to <T>', '<S> expressed complaints of <T>']	past
	593	The NCB has ordered Arjun Rampal to appear for questioning on December 16.	<s>The NCB</s> has ordered <t>Arjun Rampal</t> to appear for questioning on December 16.	The NCB	Arjun Rampal	3	3	REQUEST	REQUEST	3	ACCUSE	3	ACCUSE	['<S> investigated something of <T>', '<S> agreed to do something for <T>']	['<S> investigated something of <T>', '<S> agreed to do something for <T>']	past
	647	Russia says Israel must end attacks on Syria after latest strikes.	<s>Russia</s> says <t>Israel</t> must end attacks on Syria after latest strikes.	Russia	Israel	3	3	REQUEST	REQUEST	3	REQUEST	3	REQUEST	['<S> demanded something from <T>', '<S> expressed complaints of <T>', '<S> accused <T> of something']	['<S> demanded something from <T>', '<S> expressed complaints of <T>', '<S> accused <T> of something']	past
	682	The Taliban has demanded the withdrawal of all foreign forces and warned of a reaction if Biden does not fulfill the May 1 agreement.	<s>The Taliban</s> has demanded the withdrawal of all <t>foreign forces</t> and warned of a reaction if Biden does not fulfill the May 1 agreement.	The Taliban	foreign forces	3	3	REQUEST	REQUEST	3	THREATEN	3	THREATEN	['<S> threatened something against <T>', '<S> demanded something from <T>', '<S> expressed complaints of <T>', '<S> issued a ultimatum to <T>']	['<S> threatened something against <T>', '<S> demanded something from <T>', '<S> expressed complaints of <T>', '<S> issued a ultimatum to <T>']	past
	685	Foreign Minister Urmas Paet said the European Union must be ready to mediate crisis negotiations in Ukraine.	<s>Foreign Minister Urmas Paet</s> said <t>the European Union</t> must be ready to mediate crisis negotiations in Ukraine.	Foreign Minister Urmas Paet	the European Union	3	3	REQUEST	REQUEST	3	REQUEST	3	REQUEST	['<S> demanded something from <T>', '<S> investigated something of <T>']	['<S> demanded something from <T>', '<S> investigated something of <T>']	past
	701	North Korea has reiterated its demand that US ease sanctions on denuclearization of the Korean Peninsula.	<s>North Korea</s> has reiterated its demand that <t>US</t> ease sanctions on denuclearization of the Korean Peninsula.	North Korea	US	3	3	REQUEST	REQUEST	3	REQUEST	3	REQUEST	['<S> demanded something from <T>', '<S> expressed complaints of <T>']	['<S> demanded something from <T>', '<S> expressed complaints of <T>']	past
